GLOBALEVENTID,SQLDATE,MONTHYEAR,YEAR,EventRootCode,QuadClass,GoldsteinScale,AvgTone,Actor1CountryCode,Actor1Type1Code,ActionGeo_ADM1Code,NumMentions,NumArticles,sentiment_label,sentiment_binary,sentiment_enc,stability_label,event_polarity,geo_zone,month,media_intensity,tension_score,EventRootCode_enc,Actor1CountryCode_enc,Actor1Type1Code_enc,GoldsteinScale_scaled,AvgTone_scaled,NumMentions_scaled,cluster_id,cluster_name
1235805533,2025-04-02,202504,2025,05,1,3.5,5.41310541310542,UNKNOWN,JUD,BN,3,3,positif,1,2,stable,coopération,générique,4,0.3562,0.9566,4,116,14,0.6429129472350374,1.5127484800326112,-0.7118536737391165,1, Événements neutres
1235805351,2025-04-02,202504,2025,07,2,7.0,5.41310541310542,UNKNOWN,GOV,BN,10,10,positif,1,2,très_stable,coopération,générique,4,0.6161,-0.7934,6,116,8,1.4052583128530463,1.5127484800326112,1.0087040421784956,1, Événements neutres
1235805352,2025-04-02,202504,2025,10,3,-5.0,5.41310541310542,UNKNOWN,GOV,BN,10,10,positif,1,2,très_instable,coopération,générique,4,0.6161,5.2066,9,116,8,-1.2084972264086984,1.5127484800326112,1.0087040421784956,0, Conflits & tensions
1235805546,2025-04-02,202504,2025,05,1,3.5,5.41310541310542,UNKNOWN,JUD,BN,2,2,positif,1,2,stable,coopération,générique,4,0.2823,0.9566,4,116,14,0.6429129472350374,1.5127484800326112,-0.9576476331559182,1, Événements neutres
1235616934,2025-04-02,202504,2025,14,3,-6.5,2.74390243902439,SEN,UNKNOWN,BN,10,10,positif,1,2,très_instable,conflit,générique,4,0.6161,4.622,13,98,28,-1.5352166688164164,0.9281800036146197,1.0087040421784956,0, Conflits & tensions
1235638953,2025-04-02,202504,2025,08,2,5.0,-4.22764227642277,UNKNOWN,GOV,BN,10,10,négatif,0,1,très_stable,coopération,générique,4,0.6161,-0.3862,7,116,8,0.9696323896427554,-0.598622308596924,1.0087040421784956,1, Événements neutres
1235636312,2025-04-02,202504,2025,01,1,0.4,6.34920634920634,BEN,UNKNOWN,BN,2,2,positif,1,2,neutre,coopération,générique,4,0.2823,2.9746,0,9,28,-0.03230723374091324,1.7177591529951532,-0.9576476331559182,1, Événements neutres
1235637036,2025-04-02,202504,2025,01,1,0.4,6.34920634920634,UNKNOWN,UNKNOWN,BN,10,10,positif,1,2,neutre,coopération,générique,4,0.6161,2.9746,0,116,28,-0.03230723374091324,1.7177591529951532,1.0087040421784956,1, Événements neutres
1235628007,2025-04-02,202504,2025,06,2,6.0,-7.02947845804989,BEN,UNKNOWN,BN,2,2,négatif,0,1,très_stable,coopération,générique,4,0.2823,0.5147,5,9,28,1.1874453512479008,-1.2122381046869395,-0.9576476331559182,1, Événements neutres
1235628150,2025-04-02,202504,2025,09,2,-2.0,-7.02947845804989,UNKNOWN,COP,BN,10,10,négatif,0,1,instable,coopération,générique,4,0.6161,4.5147,8,116,2,-0.5550583415932622,-1.2122381046869395,1.0087040421784956,1, Événements neutres
1235614536,2025-04-02,202504,2025,02,1,3.0,0.0,UNKNOWN,UNKNOWN,BN,6,6,neutre,1,0,stable,coopération,générique,4,0.5,-1.5,1,116,28,0.5340064664324647,0.3272519798578903,0.025528204511288705,1, Événements neutres
1235614046,2025-04-02,202504,2025,15,4,-7.2,0.75471698113208,AFR,UNKNOWN,BN,4,4,neutre,1,0,très_instable,conflit,générique,4,0.4135,3.9774,14,0,28,-1.687685741940018,0.492538681570434,-0.46605971432231474,0, Conflits & tensions
1235614158,2025-04-02,202504,2025,15,4,-7.2,0.75471698113208,EUR,UNKNOWN,BN,4,4,neutre,1,0,très_instable,conflit,générique,4,0.4135,3.9774,14,37,28,-1.687685741940018,0.492538681570434,-0.46605971432231474,0, Conflits & tensions
1235636313,2025-04-02,202504,2025,11,3,-2.0,6.34920634920634,BEN,UNKNOWN,BN,3,3,positif,1,2,instable,coopération,générique,4,0.3562,4.1746,10,9,28,-0.5550583415932622,1.7177591529951532,-0.7118536737391165,0, Conflits & tensions
1235636314,2025-04-02,202504,2025,05,1,3.4,6.34920634920634,BEN,UNKNOWN,BN,3,3,positif,1,2,stable,coopération,générique,4,0.3562,1.4746,4,9,28,0.6211316510745228,1.7177591529951532,-0.7118536737391165,1, Événements neutres
1235636630,2025-04-02,202504,2025,02,1,4.0,6.34920634920634,UNKNOWN,GOV,BN,10,10,positif,1,2,stable,coopération,générique,4,0.6161,1.1746,1,116,8,0.7518194280376101,1.7177591529951532,1.0087040421784956,1, Événements neutres
1235636643,2025-04-02,202504,2025,05,1,3.4,6.34920634920634,UNKNOWN,GOV,BN,7,7,positif,1,2,stable,coopération,générique,4,0.5343,1.4746,4,116,8,0.6211316510745228,1.7177591529951532,0.27132216392809044,1, Événements neutres
1235636644,2025-04-02,202504,2025,11,3,-2.0,6.34920634920634,UNKNOWN,GOV,BN,7,7,positif,1,2,instable,coopération,générique,4,0.5343,4.1746,10,116,8,-0.5550583415932622,1.7177591529951532,0.27132216392809044,0, Conflits & tensions
1235960594,2025-04-03,202504,2025,01,1,0.0,0.35447026388342,UNKNOWN,BUS,BN00,10,10,neutre,1,0,neutre,coopération,sud_centre,4,0.6161,0.1772,0,116,1,-0.1194324183829714,0.40488269738140664,1.0087040421784956,1, Événements neutres
1235960595,2025-04-03,202504,2025,03,1,5.2,0.35447026388342,UNKNOWN,BUS,BN00,10,10,neutre,1,0,très_stable,coopération,sud_centre,4,0.6161,-2.4228,2,116,1,1.0131949819637847,0.40488269738140664,1.0087040421784956,1, Événements neutres
1235960601,2025-04-03,202504,2025,05,1,3.5,0.35447026388342,UNKNOWN,BUS,BN00,10,10,neutre,1,0,stable,coopération,sud_centre,4,0.6161,-1.5728,4,116,1,0.6429129472350374,0.40488269738140664,1.0087040421784956,1, Événements neutres
1235960603,2025-04-03,202504,2025,07,2,7.4,0.35447026388342,UNKNOWN,BUS,BN00,10,10,neutre,1,0,très_stable,coopération,sud_centre,4,0.6161,-3.5228,6,116,1,1.4923834974951045,0.40488269738140664,1.0087040421784956,1, Événements neutres
1235960850,2025-04-03,202504,2025,07,2,7.4,0.35447026388342,UNKNOWN,GOV,BN00,10,10,neutre,1,0,très_stable,coopération,sud_centre,4,0.6161,-3.5228,6,116,8,1.4923834974951045,0.40488269738140664,1.0087040421784956,1, Événements neutres
1235962758,2025-04-03,202504,2025,04,1,7.0,0.478927203065134,NGA,UNKNOWN,BN,2,2,neutre,1,0,très_stable,coopération,générique,4,0.2823,-3.2605,3,82,28,1.4052583128530463,0.4321393743833305,-0.9576476331559182,1, Événements neutres
1236019693,2025-04-03,202504,2025,05,1,3.4,6.43939393939394,UNKNOWN,GOV,BN,10,10,positif,1,2,stable,coopération,générique,4,0.6161,1.5197,4,116,8,0.6211316510745228,1.7375106753408551,1.0087040421784956,1, Événements neutres
1235956375,2025-04-03,202504,2025,04,1,7.0,4.78723404255319,UNKNOWN,GOV,BN,10,10,positif,1,2,très_stable,coopération,générique,4,0.6161,-1.1064,3,116,8,1.4052583128530463,1.3756795957738863,1.0087040421784956,1, Événements neutres
1235989946,2025-04-03,202504,2025,01,1,0.0,-6.52173913043478,UNKNOWN,JUD,BN,10,10,négatif,0,1,neutre,coopération,générique,4,0.6161,3.2609,0,116,14,-0.1194324183829714,-1.1010407142885388,1.0087040421784956,1, Événements neutres
1235989947,2025-04-03,202504,2025,01,1,-0.4,-6.52173913043478,UNKNOWN,JUD,BN,10,10,négatif,0,1,neutre,coopération,générique,4,0.6161,3.4609,0,116,14,-0.20655760302502954,-1.1010407142885388,1.0087040421784956,1, Événements neutres
1235989951,2025-04-03,202504,2025,11,3,-2.0,-6.52173913043478,UNKNOWN,JUD,BN,10,10,négatif,0,1,instable,coopération,générique,4,0.6161,4.2609,10,116,14,-0.5550583415932622,-1.1010407142885388,1.0087040421784956,0, Conflits & tensions
1235955757,2025-04-03,202504,2025,04,1,7.0,4.78723404255319,UNKNOWN,UNKNOWN,BN,10,10,positif,1,2,très_stable,coopération,générique,4,0.6161,-1.1064,3,116,28,1.4052583128530463,1.3756795957738863,1.0087040421784956,1, Événements neutres
1236020021,2025-04-03,202504,2025,04,1,2.8,6.43939393939394,NGA,UNKNOWN,BN,8,8,positif,1,2,stable,coopération,générique,4,0.5646,1.8197,3,82,28,0.49044387411143564,1.7375106753408551,0.5171161233448921,1, Événements neutres
1235962223,2025-04-03,202504,2025,05,1,3.4,0.478927203065134,UNKNOWN,GOV,BN,2,2,neutre,1,0,stable,coopération,générique,4,0.2823,-1.4605,4,116,8,0.6211316510745228,0.4321393743833305,-0.9576476331559182,1, Événements neutres
1236018605,2025-04-03,202504,2025,04,1,2.8,5.3030303030303,NGA,UNKNOWN,BN,4,4,positif,1,2,stable,coopération,générique,4,0.4135,1.2515,3,82,28,0.49044387411143564,1.488641493785037,-0.46605971432231474,1, Événements neutres
1236018008,2025-04-03,202504,2025,01,1,0.0,5.3030303030303,BEN,UNKNOWN,BN,4,4,positif,1,2,neutre,coopération,générique,4,0.4135,2.6515,0,9,28,-0.1194324183829714,1.488641493785037,-0.46605971432231474,1, Événements neutres
1236018011,2025-04-03,202504,2025,05,1,3.4,5.3030303030303,BEN,UNKNOWN,BN,3,3,positif,1,2,stable,coopération,générique,4,0.3562,0.9515,4,9,28,0.6211316510745228,1.488641493785037,-0.7118536737391165,1, Événements neutres
1236018332,2025-04-03,202504,2025,01,1,0.0,5.3030303030303,UNKNOWN,GOV,BN,4,4,positif,1,2,neutre,coopération,générique,4,0.4135,2.6515,0,116,8,-0.1194324183829714,1.488641493785037,-0.46605971432231474,1, Événements neutres
1236018607,2025-04-03,202504,2025,05,1,3.4,5.3030303030303,NGA,UNKNOWN,BN,2,2,positif,1,2,stable,coopération,générique,4,0.2823,0.9515,4,82,28,0.6211316510745228,1.488641493785037,-0.9576476331559182,1, Événements neutres
1236020022,2025-04-03,202504,2025,04,1,2.8,6.43939393939394,NGA,UNKNOWN,BN,2,2,positif,1,2,stable,coopération,générique,4,0.2823,1.8197,3,82,28,0.49044387411143564,1.7375106753408551,-0.9576476331559182,1, Événements neutres
1235953216,2025-04-03,202504,2025,09,2,-2.0,4.44444444444445,BEN,UNKNOWN,BN,10,10,positif,1,2,instable,coopération,générique,4,0.6161,3.2222,8,9,28,-0.5550583415932622,1.300607001053977,1.0087040421784956,1, Événements neutres
1235955868,2025-04-03,202504,2025,04,1,1.0,4.78723404255319,AFR,UNKNOWN,BN,10,10,positif,1,2,neutre,coopération,générique,4,0.6161,1.8936,3,0,28,0.09838054322217397,1.3756795957738863,1.0087040421784956,1, Événements neutres
1235955873,2025-04-03,202504,2025,04,1,5.0,4.78723404255319,AFR,UNKNOWN,BN,10,10,positif,1,2,très_stable,coopération,générique,4,0.6161,-0.1064,3,0,28,0.9696323896427554,1.3756795957738863,1.0087040421784956,1, Événements neutres
1235955897,2025-04-03,202504,2025,04,1,1.0,4.78723404255319,BEN,UNKNOWN,BN,10,10,positif,1,2,neutre,coopération,générique,4,0.6161,1.8936,3,9,28,0.09838054322217397,1.3756795957738863,1.0087040421784956,1, Événements neutres
1235955898,2025-04-03,202504,2025,04,1,7.0,4.78723404255319,BEN,UNKNOWN,BN,10,10,positif,1,2,très_stable,coopération,générique,4,0.6161,-1.1064,3,9,28,1.4052583128530463,1.3756795957738863,1.0087040421784956,1, Événements neutres
1235961651,2025-04-03,202504,2025,04,1,2.8,0.478927203065134,BEN,UNKNOWN,BN,6,6,neutre,1,0,stable,coopération,générique,4,0.5,-1.1605,3,9,28,0.49044387411143564,0.4321393743833305,0.025528204511288705,1, Événements neutres
1235962222,2025-04-03,202504,2025,04,1,1.9,0.478927203065134,UNKNOWN,GOV,BN,6,6,neutre,1,0,stable,coopération,générique,4,0.5,-0.7105,3,116,8,0.2944122086668048,0.4321393743833305,0.025528204511288705,1, Événements neutres
1235962224,2025-04-03,202504,2025,05,1,3.4,0.478927203065134,UNKNOWN,GOV,BN,6,6,neutre,1,0,stable,coopération,générique,4,0.5,-1.4605,4,116,8,0.6211316510745228,0.4321393743833305,0.025528204511288705,1, Événements neutres
1236009136,2025-04-03,202504,2025,03,1,4.0,5.16431924882629,BEN,UNKNOWN,BN,4,4,positif,1,2,stable,coopération,générique,4,0.4135,0.5822,2,9,28,0.7518194280376101,1.45826309603644,-0.46605971432231474,1, Événements neutres
1236009137,2025-04-03,202504,2025,05,1,3.4,5.16431924882629,BEN,UNKNOWN,BN,4,4,positif,1,2,stable,coopération,générique,4,0.4135,0.8822,4,9,28,0.6211316510745228,1.45826309603644,-0.46605971432231474,1, Événements neutres
1236009469,2025-04-03,202504,2025,02,1,3.0,5.16431924882629,UNKNOWN,GOV,BN,4,4,positif,1,2,stable,coopération,générique,4,0.4135,1.0822,1,116,8,0.5340064664324647,1.45826309603644,-0.46605971432231474,1, Événements neutres
1236009470,2025-04-03,202504,2025,02,1,3.0,5.16431924882629,UNKNOWN,GOV,BN,6,6,positif,1,2,stable,coopération,générique,4,0.5,1.0822,1,116,8,0.5340064664324647,1.45826309603644,0.025528204511288705,1, Événements neutres
1235962767,2025-04-03,202504,2025,04,1,2.8,0.478927203065134,NGA,UNKNOWN,BN,2,2,neutre,1,0,stable,coopération,générique,4,0.2823,-1.1605,3,82,28,0.49044387411143564,0.4321393743833305,-0.9576476331559182,1, Événements neutres
1235960465,2025-04-03,202504,2025,05,1,3.5,0.35447026388342,UNKNOWN,UNKNOWN,BN00,10,10,neutre,1,0,stable,coopération,sud_centre,4,0.6161,-1.5728,4,116,28,0.6429129472350374,0.40488269738140664,1.0087040421784956,1, Événements neutres
1235961628,2025-04-03,202504,2025,04,1,1.9,0.478927203065134,ARE,UNKNOWN,BN,2,2,neutre,1,0,stable,coopération,générique,4,0.2823,-0.7105,3,2,28,0.2944122086668048,0.4321393743833305,-0.9576476331559182,1, Événements neutres
1236018616,2025-04-03,202504,2025,04,1,1.0,5.3030303030303,NGA,UNKNOWN,BN,4,4,positif,1,2,neutre,coopération,générique,4,0.4135,2.1515,3,82,28,0.09838054322217397,1.488641493785037,-0.46605971432231474,1, Événements neutres
1236018625,2025-04-03,202504,2025,04,1,1.0,5.3030303030303,NGA,MED,BN,4,4,positif,1,2,neutre,coopération,générique,4,0.4135,2.1515,3,82,17,0.09838054322217397,1.488641493785037,-0.46605971432231474,1, Événements neutres
1236018010,2025-04-03,202504,2025,05,1,3.4,5.3030303030303,BEN,UNKNOWN,BN,2,2,positif,1,2,stable,coopération,générique,4,0.2823,0.9515,4,9,28,0.6211316510745228,1.488641493785037,-0.9576476331559182,1, Événements neutres
1236018012,2025-04-03,202504,2025,04,1,1.9,5.3030303030303,BEN,UNKNOWN,BN,4,4,positif,1,2,stable,coopération,générique,4,0.4135,1.7015,3,9,28,0.2944122086668048,1.488641493785037,-0.46605971432231474,1, Événements neutres
1235829136,2025-04-03,202504,2025,04,1,2.8,-0.14084507042254,AFR,UNKNOWN,BN,10,10,neutre,1,0,stable,coopération,générique,4,0.6161,-1.3296,3,0,28,0.49044387411143564,0.2964062221439288,1.0087040421784956,1, Événements neutres
1235857754,2025-04-03,202504,2025,02,1,3.0,-7.44683152679518,AFR,UNKNOWN,BN,20,20,négatif,0,1,stable,coopération,générique,4,0.7823,2.2234,1,0,28,0.5340064664324647,-1.3036404633287748,3.4666436363465127,1, Événements neutres
1235859430,2025-04-03,202504,2025,01,1,0.4,-0.68846815834768,NGA,UNKNOWN,BN,8,8,neutre,1,0,neutre,coopération,générique,4,0.5646,0.1442,0,82,28,-0.03230723374091324,0.17647409361408967,0.5171161233448921,1, Événements neutres
1235878393,2025-04-03,202504,2025,02,1,3.0,4.97237569060774,UNKNOWN,JUD,BN,6,6,positif,1,2,stable,coopération,générique,4,0.5,0.9862,1,116,14,0.5340064664324647,1.4162265201463295,0.025528204511288705,1, Événements neutres
1235848895,2025-04-03,202504,2025,04,1,1.9,8.44529750479847,NGA,UNKNOWN,BN,1,1,positif,1,2,stable,coopération,générique,4,0.1781,3.2726,3,82,28,0.2944122086668048,2.176813344510722,-1.20344159257272,1, Événements neutres
1235919297,2025-04-03,202504,2025,04,1,2.8,1.31233595800525,BEN,UNKNOWN,BN,5,5,neutre,1,0,stable,coopération,générique,4,0.4604,-0.7438,3,9,28,0.49044387411143564,0.614659958557522,-0.220265754905513,1, Événements neutres
1235919298,2025-04-03,202504,2025,06,2,6.4,-0.68027210884354,BEN,UNKNOWN,BN,3,3,neutre,1,0,très_stable,coopération,générique,4,0.3562,-2.8599,5,9,28,1.274570535889959,0.1782690684503256,-0.7118536737391165,1, Événements neutres
1235933045,2025-04-03,202504,2025,01,1,0.0,2.81690140845071,AFR,UNKNOWN,BN,3,3,positif,1,2,neutre,coopération,générique,4,0.3562,1.4085,0,0,28,-0.1194324183829714,0.9441671341371006,-0.7118536737391165,1, Événements neutres
1235854640,2025-04-03,202504,2025,04,1,7.0,1.669449081803,UNKNOWN,UNKNOWN,BN,10,10,neutre,1,0,très_stable,coopération,générique,4,0.6161,-2.6653,3,116,28,1.4052583128530463,0.6928694752988228,1.0087040421784956,1, Événements neutres
1235848181,2025-04-03,202504,2025,04,1,2.8,8.44529750479847,UNKNOWN,UNKNOWN,BN,1,1,positif,1,2,stable,coopération,générique,4,0.1781,2.8226,3,116,28,0.49044387411143564,2.176813344510722,-1.20344159257272,1, Événements neutres
1235919091,2025-04-03,202504,2025,04,1,1.9,1.31233595800525,UNKNOWN,UNKNOWN,BN,5,5,neutre,1,0,stable,coopération,générique,4,0.4604,-0.2938,3,116,28,0.2944122086668048,0.614659958557522,-0.220265754905513,1, Événements neutres
1235902861,2025-04-03,202504,2025,01,1,0.0,-8.68665977249225,NGA,UNKNOWN,BN,1,1,négatif,0,1,neutre,coopération,générique,4,0.1781,4.3433,0,82,28,-0.1194324183829714,-1.5751688992120196,-1.20344159257272,1, Événements neutres
1235829137,2025-04-03,202504,2025,10,3,-5.0,-0.14084507042254,AFR,UNKNOWN,BN,10,10,neutre,1,0,très_instable,coopération,générique,4,0.6161,2.5704,9,0,28,-1.2084972264086984,0.2964062221439288,1.0087040421784956,0, Conflits & tensions
1235864332,2025-04-03,202504,2025,01,1,0.0,5.57491289198606,BEN,UNKNOWN,BN,2,2,positif,1,2,neutre,coopération,générique,4,0.2823,2.7875,0,9,28,-0.1194324183829714,1.5481851074906101,-0.9576476331559182,1, Événements neutres
1235848290,2025-04-03,202504,2025,04,1,2.8,8.44529750479847,BEN,UNKNOWN,BN,1,1,positif,1,2,stable,coopération,générique,4,0.1781,2.8226,3,9,28,0.49044387411143564,2.176813344510722,-1.20344159257272,1, Événements neutres
1235848905,2025-04-03,202504,2025,04,1,1.9,8.44529750479847,NGA,UNKNOWN,BN,1,1,positif,1,2,stable,coopération,générique,4,0.1781,3.2726,3,82,28,0.2944122086668048,2.176813344510722,-1.20344159257272,1, Événements neutres
1235920292,2025-04-03,202504,2025,03,1,4.0,1.31233595800525,PRT,UNKNOWN,BN,8,8,neutre,1,0,stable,coopération,générique,4,0.5646,-1.3438,2,89,28,0.7518194280376101,0.614659958557522,0.5171161233448921,1, Événements neutres
1235933131,2025-04-03,202504,2025,12,3,-4.0,2.81690140845071,BEN,UNKNOWN,BN,1,1,positif,1,2,très_instable,coopération,générique,4,0.1781,3.4085,11,9,28,-0.990684264803553,0.9441671341371006,-1.20344159257272,0, Conflits & tensions
1235925093,2025-04-03,202504,2025,08,2,5.0,-2.7027027027027,UNKNOWN,JUD,BN,10,10,négatif,0,1,très_stable,coopération,générique,4,0.6161,-1.1486,7,116,14,0.9696323896427554,-0.2646531005991881,1.0087040421784956,1, Événements neutres
1235925102,2025-04-03,202504,2025,02,1,3.0,-2.7027027027027,UNKNOWN,JUD,BN,5,5,négatif,0,1,stable,coopération,générique,4,0.4604,-0.1486,1,116,14,0.5340064664324647,-0.2646531005991881,-0.220265754905513,1, Événements neutres
1235925261,2025-04-03,202504,2025,12,3,-4.0,-2.7027027027027,NGA,UNKNOWN,BN,8,8,négatif,0,1,très_instable,coopération,générique,4,0.5646,3.3514,11,82,28,-0.990684264803553,-0.2646531005991881,0.5171161233448921,0, Conflits & tensions
1235925325,2025-04-03,202504,2025,12,3,-4.0,-2.7027027027027,UNKNOWN,UNKNOWN,BN,2,2,négatif,0,1,très_instable,coopération,générique,4,0.2823,3.3514,11,116,28,-0.990684264803553,-0.2646531005991881,-0.9576476331559182,0, Conflits & tensions
1235902210,2025-04-03,202504,2025,06,2,6.0,-2.1882951653944,UNKNOWN,CVL,BN00,10,10,négatif,0,1,très_stable,coopération,sud_centre,4,0.6161,-1.9059,5,116,4,1.1874453512479008,-0.15199533973865517,1.0087040421784956,1, Événements neutres
1235901974,2025-04-03,202504,2025,01,1,0.0,-2.1882951653944,BEN,UNKNOWN,BN00,4,4,négatif,0,1,neutre,coopération,sud_centre,4,0.4135,1.0941,0,9,28,-0.1194324183829714,-0.15199533973865517,-0.46605971432231474,1, Événements neutres
1235902444,2025-04-03,202504,2025,01,1,0.0,-2.1882951653944,UNKNOWN,GOV,BN00,6,6,négatif,0,1,neutre,coopération,sud_centre,4,0.5,1.0941,0,116,8,-0.1194324183829714,-0.15199533973865517,0.025528204511288705,1, Événements neutres
1235919299,2025-04-03,202504,2025,06,2,6.4,-0.68027210884354,BEN,UNKNOWN,BN,2,2,neutre,1,0,très_stable,coopération,générique,4,0.2823,-2.8599,5,9,28,1.274570535889959,0.1782690684503256,-0.9576476331559182,1, Événements neutres
1235864331,2025-04-03,202504,2025,01,1,0.0,5.57491289198606,BEN,UNKNOWN,BN,2,2,positif,1,2,neutre,coopération,générique,4,0.2823,2.7875,0,9,28,-0.1194324183829714,1.5481851074906101,-0.9576476331559182,1, Événements neutres
1236047117,2025-04-04,202504,2025,04,1,2.8,8.24742268041237,BEN,UNKNOWN,BN,2,2,positif,1,2,stable,coopération,générique,4,0.2823,2.7237,3,9,28,0.49044387411143564,2.1334777923867083,-0.9576476331559182,1, Événements neutres
1236047447,2025-04-04,202504,2025,05,1,3.4,8.24742268041237,UNKNOWN,GOV,BN,3,3,positif,1,2,stable,coopération,générique,4,0.3562,2.4237,4,116,8,0.6211316510745228,2.1334777923867083,-0.7118536737391165,1, Événements neutres
1236040904,2025-04-04,202504,2025,19,4,-10.0,-12.6142595978062,BEN,UNKNOWN,BN,2,2,négatif,0,1,très_instable,conflit,générique,4,0.2823,11.3071,18,9,28,-2.297562034434425,-2.4353324267361147,-0.9576476331559182,0, Conflits & tensions
1236076627,2025-04-04,202504,2025,01,1,0.0,1.5840220385675,UNKNOWN,GOV,BN,10,10,neutre,1,0,neutre,coopération,générique,4,0.6161,0.792,0,116,8,-0.1194324183829714,0.6741605359660007,1.0087040421784956,1, Événements neutres
1236046973,2025-04-04,202504,2025,04,1,1.9,8.24742268041237,UNKNOWN,UNKNOWN,BN,2,2,positif,1,2,stable,coopération,générique,4,0.2823,3.1737,3,116,28,0.2944122086668048,2.1334777923867083,-0.9576476331559182,1, Événements neutres
1236047118,2025-04-04,202504,2025,01,1,0.0,8.24742268041237,BEN,UNKNOWN,BN,10,10,positif,1,2,neutre,coopération,générique,4,0.6161,4.1237,0,9,28,-0.1194324183829714,2.1334777923867083,1.0087040421784956,1, Événements neutres
1236047119,2025-04-04,202504,2025,04,1,1.9,8.24742268041237,BEN,GOV,BN,5,5,positif,1,2,stable,coopération,générique,4,0.4604,3.1737,3,9,8,0.2944122086668048,2.1334777923867083,-0.220265754905513,1, Événements neutres
1236047305,2025-04-04,202504,2025,05,1,3.4,8.24742268041237,UNKNOWN,COP,BN,10,10,positif,1,2,stable,coopération,générique,4,0.6161,2.4237,4,116,2,0.6211316510745228,2.1334777923867083,1.0087040421784956,1, Événements neutres
1236047459,2025-04-04,202504,2025,05,1,3.4,8.24742268041237,UNKNOWN,GOV,BN,2,2,positif,1,2,stable,coopération,générique,4,0.2823,2.4237,4,116,8,0.6211316510745228,2.1334777923867083,-0.9576476331559182,1, Événements neutres
1236047460,2025-04-04,202504,2025,04,1,2.8,8.24742268041237,UNKNOWN,GOV,BN,5,5,positif,1,2,stable,coopération,générique,4,0.4604,2.7237,3,116,8,0.49044387411143564,2.1334777923867083,-0.220265754905513,1, Événements neutres
1236096533,2025-04-04,202504,2025,03,1,4.0,-1.03785103785103,GIN,UNKNOWN,BN,1,1,neutre,1,0,stable,coopération,générique,4,0.1781,-1.4811,2,43,28,0.7518194280376101,0.09995753809506985,-1.20344159257272,1, Événements neutres
1236076410,2025-04-04,202504,2025,15,4,-7.2,0.75757575757575,AFR,UNKNOWN,BN,4,4,neutre,1,0,très_instable,conflit,générique,4,0.4135,3.9788,14,0,28,-1.687685741940018,0.49316476756176675,-0.46605971432231474,0, Conflits & tensions
1236076588,2025-04-04,202504,2025,15,4,-7.2,0.75757575757575,EUR,UNKNOWN,BN,4,4,neutre,1,0,très_instable,conflit,générique,4,0.4135,3.9788,14,37,28,-1.687685741940018,0.49316476756176675,-0.46605971432231474,0, Conflits & tensions
1236100316,2025-04-04,202504,2025,08,2,5.0,-0.1150747986191,BEN,UNKNOWN,BN00,16,16,neutre,1,0,très_stable,coopération,sud_centre,4,0.728,-2.4425,7,9,28,0.9696323896427554,0.30205003742185865,2.483467798679306,1, Événements neutres
1236224530,2025-04-04,202504,2025,07,2,7.4,0.94936708860759,UNKNOWN,GOV,BN,10,10,neutre,1,0,très_stable,coopération,générique,4,0.6161,-3.2253,6,116,8,1.4923834974951045,0.5351680049551544,1.0087040421784956,1, Événements neutres
1236198660,2025-04-04,202504,2025,02,1,3.0,-4.95049504950495,NGA,UNKNOWN,BN,10,10,négatif,0,1,stable,coopération,générique,4,0.6161,0.9752,1,82,28,0.5340064664324647,-0.7569305932565611,1.0087040421784956,1, Événements neutres
1236198661,2025-04-04,202504,2025,03,1,4.0,-4.95049504950495,NGA,UNKNOWN,BN,6,6,négatif,0,1,stable,coopération,générique,4,0.5,0.4752,2,82,28,0.7518194280376101,-0.7569305932565611,0.025528204511288705,1, Événements neutres
1236203966,2025-04-04,202504,2025,05,1,3.4,5.13219284603422,BEN,UNKNOWN,BN,6,6,positif,1,2,stable,coopération,générique,4,0.5,0.8661,4,9,28,0.6211316510745228,1.4512272570555484,0.025528204511288705,1, Événements neutres
1236124449,2025-04-04,202504,2025,01,1,0.0,12.4444444444444,BEN,LEG,BN,2,2,positif,1,2,neutre,coopération,générique,4,0.2823,6.2222,0,9,16,-0.1194324183829714,3.0526460392069197,-0.9576476331559182,1, Événements neutres
1236124825,2025-04-04,202504,2025,12,3,-4.0,-0.83682008368201,UNKNOWN,GOV,BN,10,10,neutre,1,0,très_instable,coopération,générique,4,0.6161,2.4184,11,116,8,-0.990684264803553,0.1439842980427274,1.0087040421784956,0, Conflits & tensions
1236125177,2025-04-04,202504,2025,01,1,0.0,12.4444444444444,UNKNOWN,LEG,BN,6,6,positif,1,2,neutre,coopération,générique,4,0.5,6.2222,0,116,16,-0.1194324183829714,3.0526460392069197,0.025528204511288705,1, Événements neutres
1236143028,2025-04-04,202504,2025,01,1,0.0,-0.72815533980583,UNKNOWN,CVL,BN,10,10,neutre,1,0,neutre,coopération,générique,4,0.6161,0.3641,0,116,4,-0.1194324183829714,0.16778240721047233,1.0087040421784956,1, Événements neutres
1236142514,2025-04-04,202504,2025,11,3,-2.0,-3.84615384615384,UNKNOWN,OPP,BN,10,10,négatif,0,1,instable,coopération,générique,4,0.6161,2.9231,10,116,21,-0.5550583415932622,-0.5150744807925669,1.0087040421784956,0, Conflits & tensions
1236192247,2025-04-04,202504,2025,02,1,3.0,2.10696920583469,BEN,UNKNOWN,BN,10,10,positif,1,2,stable,coopération,générique,4,0.6161,-0.4465,1,9,28,0.5340064664324647,0.7886885174589532,1.0087040421784956,1, Événements neutres
