GLOBALEVENTID,SQLDATE,MONTHYEAR,YEAR,FractionDate,IsRootEvent,ActionGeo_CountryCode,ActionGeo_FullName,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,Actor1Geo_CountryCode,Actor2Geo_CountryCode,Actor1CountryCode,Actor2CountryCode,Actor1Name,Actor2Name,Actor1Type1Code,Actor2Type1Code,Actor1KnownGroupCode,Actor2KnownGroupCode,EventRootCode,EventBaseCode,EventCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,SOURCEURL,mois,trimestre,annee,mois_annee,jour_semaine,ton_categorie,goldstein_categorie,quadclass_label,zone_benin,source_domaine
1227764003,2025-02-20,202502,2025,2025.137,1,BN,Benin,BN,9.5,2.25,UK,BN,GBR,BEN,BRITISH,BENIN,,,,,14,145,145,3,-7.5,6,1,6,-0.400801603,https://www.euronews.com/culture/2025/02/20/netherlands-to-return-over-100-benin-bronzes-to-nigeria,2,1,2025,2025-02,3,neutre,tres_conflictuel,conflit_verbal,sud,euronews.com
1227701692,2025-02-20,202502,2025,2025.137,1,BN,Benin,BN,9.5,2.25,NI,BN,,BEN,SENATOR,BENIN,LEG,,,,5,51,51,1,3.4,4,1,4,3.442879499,https://allafrica.com/stories/202502200325.html,2,1,2025,2025-02,3,tres_positif,cooperatif,cooperation_verbale,sud,allafrica.com
1227701822,2025-02-20,202502,2025,2025.137,0,BN,Benin,BN,9.5,2.25,NI,BN,NGA,BEN,NIGERIA,BENIN,,,,,5,51,51,1,3.4,2,1,2,3.442879499,https://allafrica.com/stories/202502200325.html,2,1,2025,2025-02,3,tres_positif,cooperatif,cooperation_verbale,sud,allafrica.com
1227811910,2025-02-20,202502,2025,2025.137,0,BN,Benin,BN,9.5,2.25,BN,BN,BEN,,BENIN,SONGHAI,,,,,4,43,43,1,2.8,10,1,10,0.619578686,https://allafrica.com/stories/202502200610.html,2,1,2025,2025-02,3,neutre,cooperatif,cooperation_verbale,sud,allafrica.com
1227812877,2025-02-20,202502,2025,2025.137,0,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,SONGHAI,BENIN,,,,,4,42,42,1,1.9,10,1,10,0.619578686,https://allafrica.com/stories/202502200610.html,2,1,2025,2025-02,3,neutre,cooperatif,cooperation_verbale,sud,allafrica.com
1227806042,2025-02-20,202502,2025,2025.137,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,MONARCH,BENIN,GOV,,,,1,10,10,1,0.0,10,1,10,3.034682081,https://thenewsnigeria.com.ng/2025/02/20/100-days-in-office-oba-of-benin-congratulates-gov-okpebholo-on-milestone-achievements/,2,1,2025,2025-02,3,tres_positif,neutre,cooperation_verbale,sud,thenewsnigeria.com.ng
1227806043,2025-02-20,202502,2025,2025.137,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,MONARCH,BENIN,GOV,,,,5,57,57,1,8.0,10,1,10,3.034682081,https://thenewsnigeria.com.ng/2025/02/20/100-days-in-office-oba-of-benin-congratulates-gov-okpebholo-on-milestone-achievements/,2,1,2025,2025-02,3,tres_positif,tres_cooperatif,cooperation_verbale,sud,thenewsnigeria.com.ng
1227658689,2025-02-20,202502,2025,2025.137,0,BN,Benin,BN,9.5,2.25,BN,BN,BEN,,BENIN,ADMINISTRATION,,GOV,,,1,14,14,1,0.0,4,1,4,3.426791277,https://www.thisdaylive.com/index.php/2025/02/20/tinubu-flags-off-dualisation-of-benin-ekpoma-auchi-okpella-okene-ajaokuta-road-project/,2,1,2025,2025-02,3,tres_positif,neutre,cooperation_verbale,sud,thisdaylive.com
1227658860,2025-02-20,202502,2025,2025.137,0,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,THE POOR,BENIN,CVL,,,,5,51,51,1,3.4,4,1,4,3.426791277,https://www.thisdaylive.com/index.php/2025/02/20/tinubu-flags-off-dualisation-of-benin-ekpoma-auchi-okpella-okene-ajaokuta-road-project/,2,1,2025,2025-02,3,tres_positif,cooperatif,cooperation_verbale,sud,thisdaylive.com
1227659072,2025-02-20,202502,2025,2025.137,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,MINIST OF WORKS,BENIN,GOV,,,,3,30,30,1,4.0,2,1,2,3.426791277,https://www.thisdaylive.com/index.php/2025/02/20/tinubu-flags-off-dualisation-of-benin-ekpoma-auchi-okpella-okene-ajaokuta-road-project/,2,1,2025,2025-02,3,tres_positif,cooperatif,cooperation_verbale,sud,thisdaylive.com
1227659333,2025-02-20,202502,2025,2025.137,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,SENATOR,BENIN,LEG,,,,5,51,51,1,3.4,2,1,2,3.426791277,https://www.thisdaylive.com/index.php/2025/02/20/tinubu-flags-off-dualisation-of-benin-ekpoma-auchi-okpella-okene-ajaokuta-road-project/,2,1,2025,2025-02,3,tres_positif,cooperatif,cooperation_verbale,sud,thisdaylive.com
1227713354,2025-02-20,202502,2025,2025.137,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,,BENIN,ARMY,MIL,MIL,,,19,190,190,4,-10.0,10,1,10,-3.75,https://www.cameroun24.net/actualite-cameroun-Inedit___Microsoft_realise_la_premiere_puce_quanti-1-1-67861.html,2,1,2025,2025-02,3,tres_negatif,tres_conflictuel,conflit_materiel,sud,cameroun24.net
1227763631,2025-02-20,202502,2025,2025.137,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,,BENIN,ROYAL PALACE,GOV,GOV,,,5,51,51,1,3.4,10,1,10,-0.400801603,https://www.euronews.com/culture/2025/02/20/netherlands-to-return-over-100-benin-bronzes-to-nigeria,2,1,2025,2025-02,3,neutre,cooperatif,cooperation_verbale,sud,euronews.com
1227749055,2025-02-20,202502,2025,2025.137,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,DEPUTY,BENIN,COP,,,,1,10,10,1,0.0,3,1,3,0.0,https://www.kuna.net.kw/ArticleDetails.aspx?id=3220009&Language=en,2,1,2025,2025-02,3,neutre,neutre,cooperation_verbale,sud,kuna.net.kw
1227792654,2025-02-20,202502,2025,2025.137,1,BN,"Zongo, Atakora, Benin",BN08,10.1841,1.09662,,BN,,BEN,,COTONOU,,,,,5,57,57,1,8.0,12,1,10,3.839732888,https://www.maravipost.com/benin-african-development-bank-invests-eur-80-million-to-modernize-and-extend-the-autonomous-port-of-cotonou/,2,1,2025,2025-02,3,tres_positif,tres_cooperatif,cooperation_verbale,sud,maravipost.com
1227744113,2025-02-20,202502,2025,2025.137,1,BN,Benin,BN,9.5,2.25,BN,NI,BEN,NGA,BENIN,NIGERIA,,,,,14,145,145,3,-7.5,10,1,10,0.852272727,https://revistaforum.com.br/cultura/2025/2/20/pais-europeu-afirma-que-vai-devolver-artefatos-saqueados-de-um-poderoso-imperio-africano-nigeria-174457.html,2,1,2025,2025-02,3,neutre,tres_conflictuel,conflit_verbal,sud,revistaforum.com.br
1236609299,2025-04-07,202504,2025,2025.2658,0,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,BN,,BEN,,BENIN,,,,,,4,43,43,1,2.8,10,1,10,-1.034208433,https://www.amren.com/news/2025/04/why-some-black-brazilians-are-moving-to-benin/,4,2,2025,2025-04,0,negatif,cooperatif,cooperation_verbale,sud,amren.com
1236609307,2025-04-07,202504,2025,2025.2658,1,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,BN,,BEN,,BENIN,,CVL,,,,5,51,51,1,3.4,10,1,10,-1.034208433,https://www.amren.com/news/2025/04/why-some-black-brazilians-are-moving-to-benin/,4,2,2025,2025-04,0,negatif,cooperatif,cooperation_verbale,sud,amren.com
1236644801,2025-04-07,202504,2025,2025.2658,0,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,3,33,331,1,5.2,10,1,10,3.370786517,https://gnnliberia.com/atidi-helps-strengthen-benins-fiscal-resilience-with-second-loss-guarantee-for-deutsche-banks-eur-507-5-million-loan/,4,2,2025,2025-04,0,tres_positif,tres_cooperatif,cooperation_verbale,sud,gnnliberia.com
1236642010,2025-04-07,202504,2025,2025.2658,1,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,1,10,10,1,0.0,4,1,4,-9.340659341,https://promptnewsonline.com/suspected-fraudster-buying-bank-accounts-details-arrested/,4,2,2025,2025-04,0,tres_negatif,neutre,cooperation_verbale,sud,promptnewsonline.com
1236600134,2025-04-07,202504,2025,2025.2658,0,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,17,173,173,4,-5.0,7,1,7,-3.846153846,https://punchng.com/economic-saboteurs-caused-edo-cng-explosion-arrests-made-pcngi/,4,2,2025,2025-04,0,tres_negatif,conflictuel,conflit_materiel,sud,punchng.com
1236534788,2025-04-07,202504,2025,2025.2658,1,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,11,111,111,3,-2.0,4,1,4,-0.520833333,https://naija247news.com/2025/04/07/sen-neda-imasuen-criticizes-leadership-disputes-in-labour-party-questions-future/,4,2,2025,2025-04,0,neutre,conflictuel,conflit_verbal,sud,naija247news.com
1236617033,2025-04-07,202504,2025,2025.2658,0,BN,Benin,BN,9.5,2.25,,BN,,BEN,,BENIN,,,,,8,80,80,2,5.0,2,1,2,1.639344262,https://leadership.ng/nigerias-cng-drive-gets-491m-private-sector-boost/,4,2,2025,2025-04,0,positif,tres_cooperatif,cooperation_materielle,sud,leadership.ng
1236531930,2025-04-07,202504,2025,2025.2658,1,BN,Benin,BN,9.5,2.25,,BN,,BEN,,BENIN,,,,,3,36,36,1,4.0,10,1,10,-5.813953488,https://www.telecran.lu/FR/program/20250407/1097320646,4,2,2025,2025-04,0,tres_negatif,cooperatif,cooperation_verbale,sud,telecran.lu
1236619468,2025-04-07,202504,2025,2025.2658,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,GOVERNMENT,BENIN,GOV,,,,7,73,73,2,7.4,10,1,10,2.412280702,https://www.jornaltropical.st/01.php?id=434,4,2,2025,2025-04,0,positif,tres_cooperatif,cooperation_materielle,sud,jornaltropical.st
1236582416,2025-04-07,202504,2025,2025.2658,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,AFR,BENIN,AFRICA,,,,,1,10,10,1,0.0,10,1,10,-7.435897436,https://www.afrik.com/en-afrique-les-routes-tuent-bien-plus-que-les-guerres,4,2,2025,2025-04,0,tres_negatif,neutre,cooperation_verbale,sud,afrik.com
1236662357,2025-04-07,202504,2025,2025.2658,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,BANK,BENIN,BUS,,,,6,60,60,2,6.0,10,1,10,-11.2033195,https://saharareporters.com/2025/04/07/anti-graft-agency-efcc-arrests-suspected-fraudster-buying-bank-accounts-nigerians,4,2,2025,2025-04,0,tres_negatif,tres_cooperatif,cooperation_materielle,sud,saharareporters.com
1236662358,2025-04-07,202504,2025,2025.2658,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,BANK,BENIN,BUS,,,,17,173,173,4,-5.0,10,1,10,-11.2033195,https://saharareporters.com/2025/04/07/anti-graft-agency-efcc-arrests-suspected-fraudster-buying-bank-accounts-nigerians,4,2,2025,2025-04,0,tres_negatif,conflictuel,conflit_materiel,sud,saharareporters.com
1236669400,2025-04-07,202504,2025,2025.2658,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,PRESIDENT,BENIN,GOV,GOV,,,5,51,51,1,3.4,10,1,10,0.892857143,https://fr.apanews.net/news/le-benin-renforce-son-engagement-en-faveur-des-enfants-autistes/,4,2,2025,2025-04,0,neutre,cooperatif,cooperation_verbale,sud,fr.apanews.net
1236578175,2025-04-07,202504,2025,2025.2658,1,BN,"Akrake, Benin (general), Benin",BN00,6.4,2.66667,BN,BN,BEN,AFR,BENIN,AFRICA,,,,,6,60,60,2,6.0,10,1,10,-2.542372881,https://www.oedigital.com/news/524360-borr-drilling-s-rig-up-for-120-day-drilling-campaign-off-west-africa,4,2,2025,2025-04,0,negatif,tres_cooperatif,cooperation_materielle,sud,oedigital.com
1236609129,2025-04-07,202504,2025,2025.2658,0,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,,BN,,BEN,,BENIN,,,,,1,13,13,1,0.4,10,1,10,-1.034208433,https://www.amren.com/news/2025/04/why-some-black-brazilians-are-moving-to-benin/,4,2,2025,2025-04,0,negatif,cooperatif,cooperation_verbale,sud,amren.com
1236609130,2025-04-07,202504,2025,2025.2658,0,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,,BN,,BEN,,BENIN,,,,,4,42,42,1,1.9,10,1,10,-1.034208433,https://www.amren.com/news/2025/04/why-some-black-brazilians-are-moving-to-benin/,4,2,2025,2025-04,0,negatif,cooperatif,cooperation_verbale,sud,amren.com
1236609300,2025-04-07,202504,2025,2025.2658,1,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,BN,BN,BEN,AFR,BENIN,AFRICA,,,,,2,20,20,1,3.0,5,1,5,-1.034208433,https://www.amren.com/news/2025/04/why-some-black-brazilians-are-moving-to-benin/,4,2,2025,2025-04,0,negatif,cooperatif,cooperation_verbale,sud,amren.com
1236609302,2025-04-07,202504,2025,2025.2658,0,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,BN,BN,BEN,BRA,BENIN,BRAZIL,,CVL,,,1,10,10,1,0.0,2,1,2,-1.034208433,https://www.amren.com/news/2025/04/why-some-black-brazilians-are-moving-to-benin/,4,2,2025,2025-04,0,negatif,neutre,cooperation_verbale,sud,amren.com
1236609305,2025-04-07,202504,2025,2025.2658,0,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,BN,BN,BEN,,BENIN,AFRICANS,,,,,4,42,42,1,1.9,10,1,10,-1.034208433,https://www.amren.com/news/2025/04/why-some-black-brazilians-are-moving-to-benin/,4,2,2025,2025-04,0,negatif,cooperatif,cooperation_verbale,sud,amren.com
1236609306,2025-04-07,202504,2025,2025.2658,0,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,BN,BN,BEN,,BENIN,AFRICANS,,,,,4,43,43,1,2.8,5,1,5,-1.034208433,https://www.amren.com/news/2025/04/why-some-black-brazilians-are-moving-to-benin/,4,2,2025,2025-04,0,negatif,cooperatif,cooperation_verbale,sud,amren.com
1236610320,2025-04-07,202504,2025,2025.2658,0,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,BN,BN,USA,BEN,SACRAMENTO,BENIN,,GOV,,,1,10,10,1,0.0,8,1,8,-1.034208433,https://www.amren.com/news/2025/04/why-some-black-brazilians-are-moving-to-benin/,4,2,2025,2025-04,0,negatif,neutre,cooperation_verbale,sud,amren.com
1236610520,2025-04-07,202504,2025,2025.2658,0,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,BN,BN,,BEN,AFRICANS,BENIN,,,,,4,42,42,1,1.9,5,1,5,-1.034208433,https://www.amren.com/news/2025/04/why-some-black-brazilians-are-moving-to-benin/,4,2,2025,2025-04,0,negatif,cooperatif,cooperation_verbale,sud,amren.com
1236610521,2025-04-07,202504,2025,2025.2658,0,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,BN,BN,,BEN,AFRICANS,BENIN,,,,,4,43,43,1,2.8,10,1,10,-1.034208433,https://www.amren.com/news/2025/04/why-some-black-brazilians-are-moving-to-benin/,4,2,2025,2025-04,0,negatif,cooperatif,cooperation_verbale,sud,amren.com
1268272711,2025-10-13,202510,2025,2025.7753,0,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,CVL,,,,3,30,30,1,4.0,10,1,10,-0.37593985,https://www.afrik.com/le-consulat-honoraire-du-benin-a-abidjan-invite-ses-compatriotes-a-la-prudence-et-a-la-neutralite-en-pleine-tension-electorale-ivoirienne,10,4,2025,2025-10,0,neutre,cooperatif,cooperation_verbale,sud,afrik.com
1268265172,2025-10-13,202510,2025,2025.7753,1,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,5,51,51,1,3.4,8,1,8,6.269592476,https://nigerianobservernews.com/2025/10/from-benin-bronzes-to-digital-brushes-tracing-nigerias-artistic-evolution/,10,4,2025,2025-10,0,tres_positif,cooperatif,cooperation_verbale,sud,nigerianobservernews.com
1268265174,2025-10-13,202510,2025,2025.7753,1,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,11,110,110,3,-2.0,4,1,4,4.144385027,https://nigerianobservernews.com/2025/10/ernest-ahamioje-foundation-set-to-donate-books-support-community-health-needs-others-in-esanland/,10,4,2025,2025-10,0,tres_positif,conflictuel,conflit_verbal,sud,nigerianobservernews.com
1268265754,2025-10-13,202510,2025,2025.7753,0,BN,Benin,BN,9.5,2.25,NI,BN,NGA,BEN,NIGERIA,BENIN,,,,,4,43,43,1,2.8,2,1,2,4.144385027,https://nigerianobservernews.com/2025/10/ernest-ahamioje-foundation-set-to-donate-books-support-community-health-needs-others-in-esanland/,10,4,2025,2025-10,0,tres_positif,cooperatif,cooperation_verbale,sud,nigerianobservernews.com
1268269021,2025-10-13,202510,2025,2025.7753,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,,BENIN,JOURNALIST,,MED,,,1,10,10,1,0.0,2,1,2,1.382488479,https://dailytrust.com/nipost-generates-over-n30m-igr-monthly-in-edo/,10,4,2025,2025-10,0,positif,neutre,cooperation_verbale,sud,dailytrust.com
1268269022,2025-10-13,202510,2025,2025.7753,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,NGA,BENIN,BENIN CITY,,,,,4,46,46,1,7.0,2,1,2,1.382488479,https://dailytrust.com/nipost-generates-over-n30m-igr-monthly-in-edo/,10,4,2025,2025-10,0,positif,tres_cooperatif,cooperation_verbale,sud,dailytrust.com
1268269770,2025-10-13,202510,2025,2025.7753,1,BN,Benin,BN,9.5,2.25,BN,BN,NGA,BEN,BENIN CITY,BENIN,,,,,4,46,46,1,7.0,2,1,2,1.382488479,https://dailytrust.com/nipost-generates-over-n30m-igr-monthly-in-edo/,10,4,2025,2025-10,0,positif,tres_cooperatif,cooperation_verbale,sud,dailytrust.com
1268215470,2025-10-12,202510,2025,2025.7726,1,BN,Benin,BN,9.5,2.25,BN,BN,MWI,BEN,MALAWI,BENIN,,,,,3,36,36,1,4.0,10,1,10,2.051282051,https://www.europapress.es/la-rioja/noticia-catedral-calahorra-suma-atractivos-muestra-32-belenes-artesanales-artisticos-mundo-20251012192758.html,10,4,2025,2025-10,6,positif,cooperatif,cooperation_verbale,sud,europapress.es
1268265177,2025-10-13,202510,2025,2025.7753,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,,BENIN,GOVERNMENT,,GOV,,,1,10,10,1,0.0,4,1,4,2.29226361,https://nigerianobservernews.com/2025/10/edo-govt-unicef-to-launch-multi-sectoral-action-plan-on-food-nutrition/,10,4,2025,2025-10,0,positif,neutre,cooperation_verbale,sud,nigerianobservernews.com
1268265178,2025-10-13,202510,2025,2025.7753,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,,BENIN,ADMINISTRATION,,GOV,,,5,51,51,1,3.4,4,1,4,2.29226361,https://nigerianobservernews.com/2025/10/edo-govt-unicef-to-launch-multi-sectoral-action-plan-on-food-nutrition/,10,4,2025,2025-10,0,positif,cooperatif,cooperation_verbale,sud,nigerianobservernews.com
1268265268,2025-10-13,202510,2025,2025.7753,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,POLICE,BENIN,COP,,,,1,10,10,1,0.0,10,1,10,-8.646616541,https://nigerianobservernews.com/2025/10/police-arrest-37-in-edo-for-alleged-sexual-domestic-abuse/,10,4,2025,2025-10,0,tres_negatif,neutre,cooperation_verbale,sud,nigerianobservernews.com
1268265438,2025-10-13,202510,2025,2025.7753,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,GOVERNMENT,BENIN,GOV,,,,3,30,30,1,4.0,2,1,2,2.564102564,https://nigerianobservernews.com/2025/10/okpebholo-to-swear-in-new-commissioners-inaugurate-state-commissions-tomorrow/,10,4,2025,2025-10,0,positif,cooperatif,cooperation_verbale,sud,nigerianobservernews.com
1268250282,2025-10-13,202510,2025,2025.7753,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,CHN,BENIN,LINYI,GOV,,,,5,51,51,1,3.4,10,1,10,8.974358974,https://global.chinadaily.com.cn/a/202510/11/WS68e9fd5ea310f735438b465a.html,10,4,2025,2025-10,0,tres_positif,cooperatif,cooperation_verbale,sud,global.chinadaily.com.cn
1268265180,2025-10-13,202510,2025,2025.7753,0,BN,Benin,BN,9.5,2.25,BN,NI,BEN,NGA,BENIN,NIGERIA,,,,,4,42,42,1,1.9,2,1,2,4.144385027,https://nigerianobservernews.com/2025/10/ernest-ahamioje-foundation-set-to-donate-books-support-community-health-needs-others-in-esanland/,10,4,2025,2025-10,0,tres_positif,cooperatif,cooperation_verbale,sud,nigerianobservernews.com
1236317327,2025-04-05,202504,2025,2025.2603,0,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,5,51,51,1,3.4,10,1,10,6.860158311,https://www.pulse.ng/articles/news/okpebholo-receives-rare-royal-blessing-from-oba-of-benin-after-tribunal-victory-2025040513154477770,4,2,2025,2025-04,5,tres_positif,cooperatif,cooperation_verbale,sud,pulse.ng
1236311012,2025-04-05,202504,2025,2025.2603,1,BN,Benin,BN,9.5,2.25,BN,,BEN,,COTONOU,,,,,,4,43,43,1,2.8,10,1,10,1.481481481,https://lanouvelletribune.info/2025/04/le-festival-du-livre-beninois-de-jeunesse-celebre-sa-26%E1%B5%89-edition/,4,2,2025,2025-04,5,positif,cooperatif,cooperation_verbale,sud,lanouvelletribune.info
1236310915,2025-04-05,202504,2025,2025.2603,1,BN,Benin,BN,9.5,2.25,,BN,,BEN,,COTONOU,,,,,4,42,42,1,1.9,10,1,10,1.481481481,https://lanouvelletribune.info/2025/04/le-festival-du-livre-beninois-de-jeunesse-celebre-sa-26%E1%B5%89-edition/,4,2,2025,2025-04,5,positif,cooperatif,cooperation_verbale,sud,lanouvelletribune.info
1236277707,2025-04-05,202504,2025,2025.2603,0,BN,Benin,BN,9.5,2.25,,BN,,BEN,,BENIN,,GOV,,,5,51,51,1,3.4,10,1,10,0.161030596,https://www.gouv.bj/article/3040/lutte-contre-travail-enfants-ministres-adidjatou-mathys-veronique-tognifode-ministre-conseiller-mariam-djaouga-sacca-campagne-contre-travail-enfants/,4,2,2025,2025-04,5,neutre,cooperatif,cooperation_verbale,sud,gouv.bj
1236264959,2025-04-05,202504,2025,2025.2603,1,BN,Benin,BN,9.5,2.25,GH,BN,,BEN,MINIST OF FOREIGN AFFAIRS,BENIN,GOV,,,,4,40,40,1,1.0,6,1,6,-2.366863905,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Ghanaians-living-in-Benin-call-for-government-s-support-in-removing-trade-movement-barriers-1978558,4,2,2025,2025-04,5,negatif,cooperatif,cooperation_verbale,sud,ghanaweb.com
1236323101,2025-04-05,202504,2025,2025.2603,0,BN,Benin,BN,9.5,2.25,NI,BN,BEN,,BENIN,FULANI,,CRM,,,3,30,30,1,4.0,1,1,1,-7.509157509,https://www.premiumtimesng.com/opinion/785880-uromi-violence-questions-demanding-answers-by-ahmed-aminu-ramatu-yusuf.html,4,2,2025,2025-04,5,tres_negatif,cooperatif,cooperation_verbale,sud,premiumtimesng.com
1236317615,2025-04-05,202504,2025,2025.2603,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,STATE GOVERNOR,BENIN,GOV,,,,5,51,51,1,3.4,10,1,10,6.860158311,https://www.pulse.ng/articles/news/okpebholo-receives-rare-royal-blessing-from-oba-of-benin-after-tribunal-victory-2025040513154477770,4,2,2025,2025-04,5,tres_positif,cooperatif,cooperation_verbale,sud,pulse.ng
1236317775,2025-04-05,202504,2025,2025.2603,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,TRIBUNAL,BENIN,JUD,,,,5,51,51,1,3.4,4,1,4,6.860158311,https://www.pulse.ng/articles/news/okpebholo-receives-rare-royal-blessing-from-oba-of-benin-after-tribunal-victory-2025040513154477770,4,2,2025,2025-04,5,tres_positif,cooperatif,cooperation_verbale,sud,pulse.ng
1236323102,2025-04-05,202504,2025,2025.2603,0,BN,Benin,BN,9.5,2.25,BN,BN,BEN,,BENIN,FULANI,,CRM,,,3,30,30,1,4.0,4,1,4,-7.509157509,https://www.premiumtimesng.com/opinion/785880-uromi-violence-questions-demanding-answers-by-ahmed-aminu-ramatu-yusuf.html,4,2,2025,2025-04,5,tres_negatif,cooperatif,cooperation_verbale,sud,premiumtimesng.com
1236264695,2025-04-05,202504,2025,2025.2603,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,GHA,BENIN,GHANAIAN,,,,,4,46,46,1,7.0,2,1,2,-2.366863905,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Ghanaians-living-in-Benin-call-for-government-s-support-in-removing-trade-movement-barriers-1978558,4,2,2025,2025-04,5,negatif,tres_cooperatif,cooperation_verbale,sud,ghanaweb.com
1236264698,2025-04-05,202504,2025,2025.2603,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,,BENIN,MINIST OF FOREIGN AFFAIRS,,GOV,,,4,40,40,1,1.0,1,1,1,-2.366863905,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Ghanaians-living-in-Benin-call-for-government-s-support-in-removing-trade-movement-barriers-1978558,4,2,2025,2025-04,5,negatif,cooperatif,cooperation_verbale,sud,ghanaweb.com
1236264933,2025-04-05,202504,2025,2025.2603,1,BN,Benin,BN,9.5,2.25,BN,BN,GHA,BEN,GHANAIAN,BENIN,,,,,4,46,46,1,7.0,2,1,2,-2.366863905,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Ghanaians-living-in-Benin-call-for-government-s-support-in-removing-trade-movement-barriers-1978558,4,2,2025,2025-04,5,negatif,tres_cooperatif,cooperation_verbale,sud,ghanaweb.com
1236264961,2025-04-05,202504,2025,2025.2603,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,MINIST OF FOREIGN AFFAIRS,BENIN,GOV,,,,4,40,40,1,1.0,1,1,1,-2.366863905,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Ghanaians-living-in-Benin-call-for-government-s-support-in-removing-trade-movement-barriers-1978558,4,2,2025,2025-04,5,negatif,cooperatif,cooperation_verbale,sud,ghanaweb.com
1236264693,2025-04-05,202504,2025,2025.2603,1,BN,Benin,BN,9.5,2.25,BN,GH,BEN,GHA,BENIN,GHANAIAN,,,,,1,12,12,1,-0.4,3,1,3,-2.366863905,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Ghanaians-living-in-Benin-call-for-government-s-support-in-removing-trade-movement-barriers-1978558,4,2,2025,2025-04,5,negatif,conflictuel,cooperation_verbale,sud,ghanaweb.com
1236264697,2025-04-05,202504,2025,2025.2603,1,BN,Benin,BN,9.5,2.25,BN,GH,BEN,,BENIN,MINIST OF FOREIGN AFFAIRS,,GOV,,,4,40,40,1,1.0,6,1,6,-2.366863905,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Ghanaians-living-in-Benin-call-for-government-s-support-in-removing-trade-movement-barriers-1978558,4,2,2025,2025-04,5,negatif,cooperatif,cooperation_verbale,sud,ghanaweb.com
1243148803,2025-05-11,202505,2025,2025.3589,0,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,BN,,BEN,,BENIN,,,,,,4,42,42,1,1.9,3,1,3,0.334821429,https://www.bostonglobe.com/2025/05/11/metro/ruth-davis-state-department-barrier-breaker-dies-81/,5,2,2025,2025-05,6,neutre,cooperatif,cooperation_verbale,sud,bostonglobe.com
